GENE_NAME,UniProt_ID,PDB_ID,CHAIN,RESIDUE_RANGE
CA9,Q16790,6FE1,A/B/C/D,137-391
CA9,Q16790,6FE2,A/B/C/D,137-391
CA9,Q16790,6G98,A/B/C/D,135-391
CA9,Q16790,6G9U,A/B/C/D,137-391
CA9,Q16790,6QN2,A/B/C/D,137-391
CA9,Q16790,6QN5,A/B/C/D,137-391
CA9,Q16790,6QN6,A/B/C/D,137-391
CA9,Q16790,6QUT,A/B/C/D,141-391
CA9,Q16790,6RQN,A,140-395
CA9,Q16790,6RQQ,A/C,140-395
CA9,Q16790,6RQU,A,140-395
CA9,Q16790,6RQW,A,140-395
CA9,Q16790,6TL5,A/B/C/D,135-391
CA9,Q16790,6TL6,A/B/C/D,135-391
CA9,Q16790,6Y74,A/B,137-394
CA9,Q16790,7POM,A/B/C/D,137-391
CA9,Q16790,8CO0,A/C/E/G,137-391
CA9,Q16790,8Q18,A/B/C/D,137-391
CA9,Q16790,8Q19,A/B/C/D,137-391
CA9,Q16790,8Q1A,A/B/C/D,137-391
CABP1,Q9NZU7,2K7B,A,219-294
CABP1,Q9NZU7,2K7C,A,299-370
CABP1,Q9NZU7,2K7D,A,299-370
CABP1,Q9NZU7,2LAN,A,219-370
CABP1,Q9NZU7,2LAP,A,219-370
CABP1,Q9NZU7,3OX5,A/B/C/D/E/F,219-370
CABP1,Q9NZU7,3OX6,A/B/C/D/E/F,219-370
CABP7,Q86V35,2LV7,A,1-100
CACNA1B,Q00975,2LCM,A,1242-1269
CACNA1B,Q00975,7MIX,A,1-2339
CACNA1B,Q00975,7MIY,A,1-2339
CACNA1B,Q00975,7VFS,A,1-2339
CACNA1B,Q00975,7VFU,A,1-2339
CACNA1B,Q00975,7VFV,A,1-2339
CACNA1B,Q00975,7VFW,A,1-2339
CACNA1E,Q15878,3BXL,B,1867-1887
CACNA1E,Q15878,7XLQ,A,1-2313
CACNA1E,Q15878,7YG5,A,1-2313
CACNA1E,Q15878,8EPL,A,1-2313
CACNA1E,Q15878,8EPM,A,1-2313
CALB1,P05937,6FIE,B,1-261
CALHM5,Q8N5C1,7D60,A/B/C/D/E/F/G/H/I/J/K,1-288
CALHM5,Q8N5C1,7D61,A/B/C/D/E/F/G/H/I/J/K,1-288
CALHM5,Q8N5C1,7D65,A/B/C/D/E/F/G/H/I/J/K,1-288
CALM1,P0DP23,1CDL,A/B/C/D,2-148
CALM1,P0DP23,1CLL,A,2-149
CALM1,P0DP23,1CTR,A,2-149
CALM1,P0DP23,1IWQ,A,2-149
CALM1,P0DP23,1J7O,A,2-77
CALM1,P0DP23,1J7P,A,83-149
CALM1,P0DP23,1K90,D/E/F,2-149
CALM1,P0DP23,1K93,D/E/F,6-149
CALM1,P0DP23,1L7Z,A,2-149
CALM1,P0DP23,1LVC,D/E/F,1-149
CALM1,P0DP23,1NKF,A,94-105
CALM1,P0DP23,1PK0,D/E/F,2-148
CALM1,P0DP23,1S26,D/E/F,2-149
CALM1,P0DP23,1SK6,D/E/F,2-149
CALM1,P0DP23,1SW8,A,2-80
CALM1,P0DP23,1UP5,A/B,2-149
CALM1,P0DP23,1WRZ,A,1-149
CALM1,P0DP23,1XFU,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1XFV,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1XFW,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1XFX,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1XFY,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1XFZ,O/P/Q/R/S/T,1-149
CALM1,P0DP23,1Y6W,A,2-149
CALM1,P0DP23,1YR5,A,2-149
CALM1,P0DP23,1YRT,B,76-149
CALM1,P0DP23,1YRU,B,76-149
CALM1,P0DP23,1ZOT,B,80-148
CALM1,P0DP23,1ZUZ,A,1-149
CALM1,P0DP23,2BE6,A/B/C,1-149
CALM1,P0DP23,2F3Y,A,2-149
CALM1,P0DP23,2F3Z,A,2-149
CALM1,P0DP23,2HF5,A,47-114
CALM1,P0DP23,2I08,A,3-79
CALM1,P0DP23,2JZI,A,2-149
CALM1,P0DP23,2K0E,A,2-149
CALM1,P0DP23,2K0F,A,2-149
CALM1,P0DP23,2K0J,A,3-149
CALM1,P0DP23,2K61,A,2-149
CALM1,P0DP23,2KNE,A,2-149
CALM1,P0DP23,2KUG,A,2-77
CALM1,P0DP23,2KUH,A,83-149
CALM1,P0DP23,2L53,A,2-149
CALM1,P0DP23,2L7L,A,2-149
CALM1,P0DP23,2LGF,A,3-149
CALM1,P0DP23,2LL6,A,2-149
CALM1,P0DP23,2LL7,A,2-149
CALM1,P0DP23,2LQC,A,2-78
CALM1,P0DP23,2LQP,A,79-149
CALM1,P0DP23,2LV6,A,2-149
CALM1,P0DP23,2M0J,A,2-149
CALM1,P0DP23,2M0K,A,2-149
CALM1,P0DP23,2M55,A,2-149
CALM1,P0DP23,2MG5,A,2-149
CALM1,P0DP23,2N27,A,2-149
CALM1,P0DP23,2N6A,A,6-147
CALM1,P0DP23,2N77,A,77-149
CALM1,P0DP23,2N8J,A,2-149
CALM1,P0DP23,2R28,A/B,1-149
CALM1,P0DP23,2V01,A,2-149
CALM1,P0DP23,2V02,A,2-149
CALM1,P0DP23,2VAY,A,4-149
CALM1,P0DP23,2W73,A/B/E/F,1-149
CALM1,P0DP23,2WEL,D,1-149
CALM1,P0DP23,2X0G,B,2-149
CALM1,P0DP23,2Y4V,A,1-149
CALM1,P0DP23,3BYA,A,2-149
CALM1,P0DP23,3DVE,A,2-149
CALM1,P0DP23,3DVJ,A,2-149
CALM1,P0DP23,3DVK,A,2-149
CALM1,P0DP23,3DVM,A,2-149
CALM1,P0DP23,3EVV,A,5-149
CALM1,P0DP23,3EWT,A,2-149
CALM1,P0DP23,3EWV,A,2-149
CALM1,P0DP23,3G43,A/B/C/D,2-149
CALM1,P0DP23,3HR4,B/D/F/H,1-149
CALM1,P0DP23,3J41,E/F,1-149
CALM1,P0DP23,3O77,A,1-149
CALM1,P0DP23,3O78,A/B,1-149
CALM1,P0DP23,3OXQ,A/B/C/D,1-149
CALM1,P0DP23,3SUI,A,1-149
CALM1,P0DP23,3UCT,A/B,2-80
CALM1,P0DP23,3UCW,A/B/C/D,2-80
CALM1,P0DP23,3UCY,A,2-80
CALM1,P0DP23,4BW7,A/C,1-149
CALM1,P0DP23,4BW8,A/B,1-149
CALM1,P0DP23,4BYF,B/D,1-149
CALM1,P0DP23,4DCK,B,1-149
CALM1,P0DP23,4DJC,A,1-149
CALM1,P0DP23,4GOW,D,4-147
CALM1,P0DP23,4JPZ,C/I,1-149
CALM1,P0DP23,4JQ0,C,1-149
CALM1,P0DP23,4L79,B,1-149
CALM1,P0DP23,4LZX,A,2-149
CALM1,P0DP23,4M1L,A,2-149
CALM1,P0DP23,4OVN,A/B/C/D/E,1-149
CALM1,P0DP23,4Q57,A,10-74
CALM1,P0DP23,4Q5U,A,1-149
CALM1,P0DP23,4UMO,C/D,1-149
CALM1,P0DP23,4UPU,A,2-149
CALM1,P0DP23,4V0C,C/D,1-149
CALM1,P0DP23,5COC,A,5-78
CALM1,P0DP23,5DBR,A,5-149
CALM1,P0DP23,5DOW,A/C/E/G,2-149
CALM1,P0DP23,5DSU,A,3-78
CALM1,P0DP23,5GGM,A,2-149
CALM1,P0DP23,5I0I,C/E,"3-147, G=84-126, I=84-147"
CALM1,P0DP23,5J03,B,1-149
CALM1,P0DP23,5J8H,A,2-149
CALM1,P0DP23,5JQA,A,1-149
CALM1,P0DP23,5JTH,A,1-149
CALM1,P0DP23,5K7L,B,1-149
CALM1,P0DP23,5K8Q,A,1-149
CALM1,P0DP23,5OEO,A,1-149
CALM1,P0DP23,5TP5,A,2-149
CALM1,P0DP23,5TP6,A,2-149
CALM1,P0DP23,5V02,R,1-149
CALM1,P0DP23,5V03,R,1-149
CALM1,P0DP23,5V7X,B,1-149
CALM1,P0DP23,5WBX,R,5-148
CALM1,P0DP23,5WC5,R,5-148
CALM1,P0DP23,6B8L,B/D/F/H,1-149
CALM1,P0DP23,6B8M,B/D/F/H,1-149
CALM1,P0DP23,6B8N,B/D/F/H,1-149
CALM1,P0DP23,6B8P,B/D/F/H,1-149
CALM1,P0DP23,6B8Q,B/D/F/H,1-149
CALM1,P0DP23,6BUT,A,2-149
CALM1,P0DP23,6C1D,R,2-149
CALM1,P0DP23,6C1G,R,2-149
CALM1,P0DP23,6C1H,R,2-149
CALM1,P0DP23,6CNM,E/F/G/H,1-149
CALM1,P0DP23,6CNN,E/F/G/H,1-149
CALM1,P0DP23,6CNO,E/F/G/H,1-149
CALM1,P0DP23,6DAD,A/B,2-149
CALM1,P0DP23,6DAE,A/B,2-149
CALM1,P0DP23,6DAF,A/B,2-149
CALM1,P0DP23,6DAH,A/B/C/D,1-149
CALM1,P0DP23,6E2F,E,1-149
CALM1,P0DP23,6E2G,E,1-149
CALM1,P0DP23,6EEB,A,1-149
CALM1,P0DP23,6FEG,B,1-149
CALM1,P0DP23,6FEH,B,1-149
CALM1,P0DP23,6GDK,A,2-149
CALM1,P0DP23,6GDL,A,2-80
CALM1,P0DP23,6HCS,A/C/E/G,1-149
CALM1,P0DP23,6HR1,A/B,2-149
CALM1,P0DP23,6JI8,C/F/I/L,1-149
CALM1,P0DP23,6JII,C/F/I/L,1-149
CALM1,P0DP23,6JIU,C/F/I/L,1-149
CALM1,P0DP23,6JIY,C/F/I/L,1-149
CALM1,P0DP23,6JRS,C/F/I/L,1-149
CALM1,P0DP23,6JV2,B/D/F/H,1-149
CALM1,P0DP23,6K4K,C/D,1-149
CALM1,P0DP23,6K4L,C/D,1-149
CALM1,P0DP23,6K4R,C/D,1-149
CALM1,P0DP23,6M2W,C/F/I/L,1-149
CALM1,P0DP23,6M7H,A,2-148
CALM1,P0DP23,6MUD,A,1-149
CALM1,P0DP23,6MUE,A,1-149
CALM1,P0DP23,6N5W,C,1-149
CALM1,P0DP23,6O5G,A,1-149
CALM1,P0DP23,6OS4,A,2-149
CALM1,P0DP23,6PAW,C/D/G/H,1-149
CALM1,P0DP23,6PBX,B/D/F/H,1-149
CALM1,P0DP23,6PBY,B/D/F/H,1-149
CALM1,P0DP23,6TV7,A,3-149
CALM1,P0DP23,6U39,A/C/E/G/I/K/M/O/Q/S,2-149
CALM1,P0DP23,6U3A,A/B,2-149
CALM1,P0DP23,6U3B,A,2-149
CALM1,P0DP23,6U3D,A/B,2-149
CALM1,P0DP23,6UZZ,B/D/F/H,1-149
CALM1,P0DP23,6V00,B/E/H/K,1-149
CALM1,P0DP23,6V01,B/E/H/K,1-149
CALM1,P0DP23,6X32,C/F/I/L,3-148
CALM1,P0DP23,6X33,C/F/I/L,1-148
CALM1,P0DP23,6X35,C/F/I/L,1-148
CALM1,P0DP23,6X36,C/F/I/L,1-148
CALM1,P0DP23,6XXX,AAA,1-149
CALM1,P0DP23,6XY3,AAA,1-149
CALM1,P0DP23,6XYR,A,2-149
CALM1,P0DP23,6Y4P,A,1-149
CALM1,P0DP23,6Y94,A,2-149
CALM1,P0DP23,6Y95,A,2-149
CALM1,P0DP23,6YA9,A,3-149
CALM1,P0DP23,6YNS,A/B/C/D/E/F/G/H/I/J/K/L,2-149
CALM1,P0DP23,6YNU,A/C,2-149
CALM1,P0DP23,6ZBI,A,2-149
CALM1,P0DP23,7AUG,A,3-149
CALM1,P0DP23,7BF1,AAA,1-149
CALM1,P0DP23,7BF2,AAA,1-149
CALM1,P0DP23,7KL5,A,1-149
CALM1,P0DP23,7L8V,A,1-149
CALM1,P0DP23,7PSZ,A,2-149
CALM1,P0DP23,7PU9,A,2-149
CALM1,P0DP23,7SHQ,B,2-149
CALM1,P0DP23,7SX3,C,1-149
CALM1,P0DP23,7SX4,C,1-149
CALM1,P0DP23,7T2Q,A,2-149
CALM1,P0DP23,7TCI,B/D/F/H,1-149
CALM1,P0DP23,7TCP,B/D/F/H,1-149
CALM1,P0DP23,7TZC,C/D/E/K,1-149
CALM1,P0DP23,7U9T,I/J/K/L,1-149
CALM1,P0DP23,7UA3,I/J/K/L,1-149
CALM1,P0DP23,7UA4,I/J/K/L,1-149
CALM1,P0DP23,7VMB,C,1-149
CALM1,P0DP23,7VUO,C,2-149
CALM1,P0DP23,7VUR,A/B,77-149
CALM1,P0DP23,7VUS,A/B/C/D,77-149
CALM1,P0DP23,7VUT,A/B,77-149
CALM1,P0DP23,7VUU,A/B/C/D,77-149
CALM1,P0DP23,7VVD,C/E,1-149
CALM1,P0DP23,7VVH,C,1-149
CALM1,P0DP23,7WJI,E,1-149
CALM1,P0DP23,7WR3,C/D,1-149
CALM1,P0DP23,7WR4,B,1-149
CALM1,P0DP23,7WR5,B,1-149
CALM1,P0DP23,7WZS,C,1-149
CALM1,P0DP23,7XN4,D,1-149
CALM1,P0DP23,7XN5,D,1-149
CALM1,P0DP23,7XN6,D,1-149
CALM1,P0DP23,7ZRP,A/C,2-149
CALM1,P0DP23,7ZRQ,A,2-149
CALM1,P0DP23,8AHS,A,1-149
CALM1,P0DP23,8B6Q,A,3-148
CALM1,P0DP23,8BFG,A,2-149
CALM1,P0DP23,8DGH,A,1-149
CALM1,P0DP23,8DGK,A,1-149
CALM1,P0DP23,8DUJ,C/F/I/L,1-149
CALM1,P0DP23,8DVE,C/F/I/L,1-149
CALM1,P0DP23,8EOW,E/F/G/H,7-148
CALM1,P0DP23,8EP0,E/F/G/H,7-148
CALM1,P0DP23,8EP1,E/F/G/H,7-148
CALM1,P0DP23,8FNY,B/D,2-149
CALM1,P0DP23,8FO6,B,2-149
CALM1,P0DP23,8GM4,B,2-149
CALM1,P0DP23,8GM5,B,2-149
CALM1,P0DP23,8IJK,E/F/G/H,1-149
CALM1,P0DP23,8J00,E/F/G/H,1-149
CALM1,P0DP23,8J01,C/E/F/H,1-149
CALM1,P0DP23,8J02,C/E/F/H,1-149
CALM1,P0DP23,8J03,E/F/H/J,1-149
CALM1,P0DP23,8J04,C/E/F/H,1-149
CALM1,P0DP23,8J05,C/E/F/H,1-149
CALM1,P0DP23,8J07,W,1-149
CALM1,P0DP23,8JFK,D/H/L/P,1-149
CALM1,P0DP23,8ODZ,D,5-149
CALM1,P0DP23,8OE0,D,5-149
CALM1,P0DP23,8OE4,C,5-149
CALM1,P0DP23,8PB1,D,5-149
CALM1,P0DP23,8SIK,B/D/F/H,1-149
CALM1,P0DP23,8SIM,B/D/F/H,1-149
CALM1,P0DP23,8SIN,B/D/F/H,1-149
CALM1,P0DP23,8UXL,I/J/K/L,1-149
CALM1,P0DP23,8UXM,I/J/K/L,1-149
CALM1,P0DP23,8W4U,C/E/F/H,1-149
CALM1,P0DP23,8X43,B/D/F/H,1-149
CALM1,P0DP23,8XJI,I/J/K/L,1-148
CALM1,P0DP23,8XKH,I/J/K/L,1-149
CALM1,P0DP23,8XLF,I/J/K/L,1-148
CALM1,P0DP23,8XLH,I/J/K/L,1-149
CALM1,P0DP23,8XO1,C/E/G/H,1-149
CALM1,P0DP23,8XYA,D,1-149
CALM1,P0DP23,8XYB,D,1-149
CALM1,P0DP23,8Y40,I/J/K/L,1-149
CALM1,P0DP23,9CUI,E,1-149
CALM1,P0DP23,9CUK,E,1-149
CALM1,P0DP23,9E17,C/D/E/K,1-149
CALM1,P0DP23,9JQI,A/B/C,1-149
CALM1,P0DP23,9K8W,A,1-149
CALM1,P0DP23,9K8X,A,1-149
CALM2,P0DP24,3O77,A,45-149
CALM2,P0DP24,3O78,A/B,45-149
CALM2,P0DP24,5COC,A,10-78
CALM2,P0DP24,5J03,B,1-149
CALM2,P0DP24,5NIN,A/B,1-149
CALM2,P0DP24,5VMS,B,1-149
CALM2,P0DP24,5WSU,A/B,2-149
CALM2,P0DP24,5WSV,A/C,1-147
CALM2,P0DP24,6PLM,C/D,2-148
CALM2,P0DP24,6S5T,B,1-149
CALM2,P0DP24,6SZ5,A,1-149
CALM2,P0DP24,6XXF,AAA,1-149
CALM2,P0DP24,6Y4O,A,1-149
CALM2,P0DP24,7MIR,B,1-149
CALM2,P0DP24,7MIS,B,1-149
CALM2,P0DP24,7PPO,B,1-149
CALM2,P0DP24,7PQE,B,1-149
CALM2,P0DP24,8K9Z,B/D,1-149
CALM2,P0DP24,8KA0,B/D/F/H,1-149
CALM2,P0DP24,8KA1,B/D/F/H,1-149
CALM3,P0DP25,5COC,A,7-78
CALM3,P0DP25,5J03,B,1-149
CALM3,P0DP25,6K67,B/D,9-81
CALM3,P0DP25,7BYL,B/D/F/H,1-149
CALM3,P0DP25,7BYM,B/D/F/H,1-149
CALM3,P0DP25,7BYN,B/D/F/H,1-149
CALM3,P0DP25,7CR3,C/E/F/H,1-149
CALM3,P0DP25,7CR4,C/E/G/H,1-149
CALM3,P0DP25,7CR7,C/E/F/H,1-149
CALM3,P0DP25,7VNP,B/D/F/H,1-149
CALM3,P0DP25,7VNQ,B/D/F/H,1-149
CALM3,P0DP25,7VNR,B/D/F/H,1-149
CALM3,P0DP25,7XNI,C/E/F/H,1-149
CALM3,P0DP25,7XNK,B/D/F/H,1-149
CALM3,P0DP25,7XNL,B/D/F/H,1-149
CALM3,P0DP25,7XNN,A/D/F/H,1-149
CALM3,P0DP25,8BD2,A,2-149
CALML3,P27482,1GGZ,A,2-149
CALML5,Q9NZT1,2B1U,A,76-146
CALR,P27797,2CLR,C/F,1-10
CALR,P27797,3DOW,B,195-205
CALR,P27797,3POS,A/B/C,"18-204, A/B/C=302-368"
CALR,P27797,3POW,A,"18-204, A=302-368"
CALR,P27797,5LK5,A/B/C/D/E/F/G/H/I/J,"18-204, A/B/C/D/E/F/G/H/I/J=303-368"
CALR,P27797,5V90,B/D,238-273
CALR,P27797,6ENY,G,18-417
CALR,P27797,7QPD,C,18-417
CALR,P27797,8TZO,C,1-417
CALR,P27797,8TZR,C,1-417
CANT1,Q8WVQ1,1S18,A/B,71-401
CANT1,Q8WVQ1,1S1D,A/B,71-401
CANT1,Q8WVQ1,2H2N,A/B,69-401
CANT1,Q8WVQ1,2H2U,A/B,69-401
CAPN1,P07384,1ZCM,A,33-353
CAPN1,P07384,2ARY,A/B,29-360
CAPN1,P07384,7W7O,A,27-360
CAPN1,P07384,7X79,A,1-714
CAPN1,P07384,8GX3,A,1-714
CAPN2,P17655,1KFU,L,2-700
CAPN2,P17655,1KFX,L,2-700
CAPN2,P17655,2NQA,A/B,48-346
CAPN3,P20807,4OKH,A/B/C,642-821
CAPN3,P20807,6BDT,A/B/C/D,46-419
CAPN3,P20807,6BGP,A/B/C/D,46-419
CAPN3,P20807,6BJD,A/B/C/D,46-419
CAPN3,P20807,6BKJ,A/B/C/D,46-419
CAPN8,A6NHC0,2NQA,A/B,23-346
CAPN9,O14815,1ZIV,A,28-347
CAPN9,O14815,2P0R,A/B,10-340
CAPNS1,P04632,1KFU,S,85-268
CAPNS1,P04632,1KFX,S,85-268
CAPNS1,P04632,4PHJ,A/B,96-268
CAPNS1,P04632,4PHK,A/B,96-268
CAPNS1,P04632,4PHM,A/B,96-268
CAPNS1,P04632,4WQ2,A/B,96-268
CAPNS1,P04632,4WQ3,A/B,96-268
CAPNS1,P04632,5D69,A/B,96-268
CAPNS1,P04632,6QLB,A/B/C/D,96-268
CAPS,Q13938,3E3R,A/B,87-275
CARM1,Q86X55,2Y1W,A/B/C/D,135-482
CARM1,Q86X55,2Y1X,A/B/C/D,135-482
CARM1,Q86X55,4IKP,A/B/C/D,140-480
CARM1,Q86X55,5DWQ,A/B/C/D,134-479
CARM1,Q86X55,5DX0,A/B/C/D,134-479
CARM1,Q86X55,5DX1,A/B/C/D,134-479
CARM1,Q86X55,5DX8,A/B/C/D,134-479
CARM1,Q86X55,5DXA,A/B/C/D,134-479
CARM1,Q86X55,5DXJ,A/B/C/D,134-479
CARM1,Q86X55,5U4X,A/B/C/D,140-480
CARM1,Q86X55,6ARJ,A/B/C/D,134-479
CARM1,Q86X55,6ARV,A/B/C/D,134-479
CARM1,Q86X55,6D2L,A/B/C/D/E/F,146-489
CARM1,Q86X55,6DVR,A/B,146-489
CARM1,Q86X55,6IZQ,A/B/C/D,145-477
CARM1,Q86X55,6S70,A/B/C/D,135-479
CARM1,Q86X55,6S71,A/B/C/D,135-479
CARM1,Q86X55,6S74,A/B/C/D,135-479
CARM1,Q86X55,6S77,A/B/C/D,135-479
CARM1,Q86X55,6S79,A/B/C/D,135-479
CARM1,Q86X55,6S7A,A/B/C/D,135-479
CARM1,Q86X55,6S7B,A/B/C/D,135-479
CARM1,Q86X55,6S7C,A/B/C/D,135-479
CARM1,Q86X55,7FAI,A/B/C/D,142-477
CARM1,Q86X55,7FAJ,A/B/C/D,142-477
CARM1,Q86X55,7U9I,A/B,146-489
CARM1,Q86X55,8G2H,A,140-480
CARM1,Q86X55,8G2I,A,140-480
CARM1,Q86X55,8SIG,A,140-480
CARM1,Q86X55,8SIH,A,140-480
CARNMT1,Q8N4J0,5YF0,A/B,53-409
CARNMT1,Q8N4J0,5YF1,A/B,53-409
CARNMT1,Q8N4J0,5YF2,A/B,53-409
CASR,P41180,5FBH,A/B,20-541
CASR,P41180,5FBK,A/B,20-541
CASR,P41180,5K5S,A/B,20-607
CASR,P41180,5K5T,A,20-607
CASR,P41180,7DTT,A/B,20-1078
CASR,P41180,7DTU,A/B,20-1078
CASR,P41180,7DTV,A/B,20-1078
CASR,P41180,7DTW,A/B,20-1078
CASR,P41180,7E6T,A/B,20-870
CASR,P41180,7E6U,A/C,20-870
CASR,P41180,7M3E,A/B,20-894
CASR,P41180,7M3F,A/B,20-894
CASR,P41180,7M3G,A/B,20-894
CASR,P41180,7M3J,A/B,20-894
CASR,P41180,7SIL,A/B,1-870
CASR,P41180,7SIM,A/B,1-870
CASR,P41180,7SIN,A/B,1-870
CASR,P41180,8SZF,A/B,19-894
CASR,P41180,8SZG,A/B,19-894
CASR,P41180,8SZH,A/B,19-894
CASR,P41180,8SZI,A/B,19-894
CASR,P41180,8WPG,A/B,20-892
CASR,P41180,8WPU,A/B,20-907
CASR,P41180,9ASB,Q/R,1-903
CASR,P41180,9AVG,Q/R,1-903
CASR,P41180,9AVL,Q/R,1-903
CASR,P41180,9AXF,Q/R,1-903
CASR,P41180,9AYF,Q/R,1-903
CASR,P41180,9C1P,A/B,19-894
CASR,P41180,9C2F,A/B,19-894
CASR,P41180,9J7I,A,19-894
CAT,P04040,1DGB,A/B/C/D,4-501
CAT,P04040,1DGF,A/B/C/D,5-501
CAT,P04040,1DGG,A/B/C/D,5-501
CAT,P04040,1DGH,A/B/C/D,4-501
CAT,P04040,1F4J,A/B/C/D,1-527
CAT,P04040,1QQW,A/B/C/D,1-527
CAT,P04040,7P8W,A/B/C/D,1-527
CAT,P04040,7VD9,A/B/C/D,1-527
CAT,P04040,8EL9,A/B/C/D,1-527
CAT,P04040,8HID,A/B/C/D,1-527
CAT,P04040,8PVD,A,1-527
CAT,P04040,8SGV,A/B/C/D,1-527
CAT,P04040,8WZH,A/B/C/D,1-527
CAT,P04040,8WZJ,A/B/C/D,1-527
CAT,P04040,8WZK,A/B/C/D,1-527
CAT,P04040,8WZM,A/B/C/D,1-527
CBFA2T3,O75081,9DE2,A,551-597
CBL,P22681,1B47,A/B/C,47-350
CBL,P22681,1FBV,A,47-434
CBL,P22681,1YVH,A,25-351
CBL,P22681,2CBL,A,47-351
CBL,P22681,2JUJ,A,851-906
CBL,P22681,2K4D,A,358-437
CBL,P22681,2OO9,A/B/C,856-895
CBL,P22681,2Y1M,A/B/C/D/E/F,47-435
CBL,P22681,2Y1N,A/C,47-435
CBL,P22681,3BUM,B,25-351
CBL,P22681,3BUN,B,25-351
CBL,P22681,3BUO,B/D,25-351
CBL,P22681,3BUW,B/D,25-351
CBL,P22681,3BUX,B/D,25-351
CBL,P22681,3OB1,B,25-351
CBL,P22681,3OB2,B,25-351
CBL,P22681,3PLF,B/D,25-351
CBL,P22681,4A49,A,354-435
CBL,P22681,4A4B,A,47-435
CBL,P22681,4A4C,A,47-435
CBL,P22681,4GPL,B,47-351
CBL,P22681,5HKW,A/B/C,47-351
CBL,P22681,5HKX,A,47-435
CBL,P22681,5HKY,A,47-351
CBL,P22681,5HKZ,A,47-351
CBL,P22681,5HL0,A,47-351
CBL,P22681,5J3X,A/B/C/D/E/F,47-435
CBL,P22681,5O76,A/C,47-435
CBL,P22681,6O02,A,47-353
CBL,P22681,6O03,A/B,47-353
CBL,P22681,6XAR,A/B,25-357
CBL,P22681,7SIY,A,48-351
CBLB,Q13191,2AK5,D,904-911
CBLB,Q13191,2BZ8,C,902-912
CBLB,Q13191,2DO6,A/B,931-970
CBLB,Q13191,2J6F,C,902-912
CBLB,Q13191,2JNH,A,926-971
CBLB,Q13191,2LDR,A,351-426
CBLB,Q13191,2OOA,A/B,924-973
CBLB,Q13191,2OOB,A,924-973
CBLB,Q13191,3PFV,A/B,38-344
CBLB,Q13191,3VGO,A/B/C,39-426
CBLB,Q13191,3ZNI,A/E/I/M,36-427
CBLB,Q13191,8GCY,A,38-427
CBLB,Q13191,8QNG,A,36-427
CBLB,Q13191,8QNH,A,36-427
CBLB,Q13191,8QNI,A,36-427
CBLB,Q13191,8QTG,A,36-427
CBLB,Q13191,8QTH,A,36-427
CBLB,Q13191,8QTJ,A,36-427
CBLB,Q13191,8QTK,A,36-427
CBLB,Q13191,8VW4,A/B,36-343
CBLB,Q13191,8VW5,A/B,36-343
CBLB,Q13191,9FQH,A,36-427
CBLB,Q13191,9FQI,A,36-427
CBLB,Q13191,9FQJ,A/B,36-427
CBLIF,P27352,2PMV,A/B/C/D,19-417
CBLIF,P27352,3KQ4,A/C/E,25-417
CBR1,P16152,1WMA,A,2-277
CBR1,P16152,2PFG,A,2-277
CBR1,P16152,3BHI,A,2-277
CBR1,P16152,3BHJ,A,2-277
CBR1,P16152,3BHM,A,2-277
CBR1,P16152,4Z3D,A/B/C/D,2-277
CBR3,O75828,2HRB,A,6-277
CBR4,Q8N4T8,4CQL,B/C/F/G/J/K/N/O,1-237
CBR4,Q8N4T8,4CQM,B/C/F/G/J/K/N/O,1-237
CBS,P35520,1JBQ,A/B/C/D/E/F,2-413
CBS,P35520,1M54,A/B/C/D/E/F,44-406
CBS,P35520,4COO,A/B,1-551
CBS,P35520,4L0D,A/B,1-551
CBS,P35520,4L27,A/B/C/D,2-551
CBS,P35520,4L28,A/B/C/D,2-551
CBS,P35520,4L3V,A/B/C,2-551
CBS,P35520,4PCU,A/B,1-551
CBS,P35520,4UUU,A/B,406-547
CBS,P35520,5MMS,A/B/C/D/E/F,1-408
CBS,P35520,7QGT,A/B,1-551
CBS,P35520,8S5H,A/B/C/D/E/F/G/H,1-551
CBS,P35520,8S5I,A/B/C/D/E/F,1-551
CBS,P35520,8S5J,A/B/C/D/E/F/G/H/I/J,1-551
CBS,P35520,8S5K,A/B/C/D/E/F/G/H,1-551
CBS,P35520,8S5L,A/B/C/D,1-551
CBS,P35520,8S5M,A/B/C/D/E/F/G/H/I/J,1-551
CBS,P35520,8STW,A/B/C/D/E/F,44-406
CCR4,Q9UK39,6BT1,A,120-431
CCR4,Q9UK39,6BT2,A/B,120-431
CCR4,Q9UK39,6MAL,A,122-431
CCR4,Q9UK39,6NF0,A,122-431
CCS,O14618,1DO5,A/B/C/D,84-237
CCS,O14618,2CRL,A,1-85
CCS,O14618,2RSQ,A,1-85
CCS,O14618,6FN8,A/B,85-236
CCS,O14618,6FOL,A/D/E/H,85-232
CCS,O14618,6FON,A/C,8-259
CCS,O14618,6FP6,B/D/F/H/J/L/N/P/R/T/V/X,1-274
CD209,Q9NNX6,1K9I,A/B/C/D/E/F/G/H/I/J,250-404
CD209,Q9NNX6,1SL4,A,250-404
CD209,Q9NNX6,1SL5,A,250-388
CD209,Q9NNX6,2B6B,D,251-404
